sales_order_id;revision_number;order_date;due_date;ship_date;status;online_order_flag;territory_id;sub_total;tax_amt;freight;total_due;Año;Mes;month_name
43676;8;2011-05-31;2011-06-12;2011-06-07;5;False;5;14203,458;1363,266;426,0206;15992,7446;2011;5;May
43677;8;2011-05-31;2011-06-12;2011-06-07;5;False;6;7793,1108;747,1011;233,4691;8773,681;2011;5;May
43678;8;2011-05-31;2011-06-12;2011-06-07;5;False;4;9799,9243;942,074;294,3981;11036,3964;2011;5;May
43679;8;2011-05-31;2011-06-12;2011-06-07;5;False;6;1316,0575;125,8032;39,3135;1481,1742;2011;5;May
43680;8;2011-05-31;2011-06-12;2011-06-07;5;False;4;11397,4992;1093,6394;341,7623;12832,9009;2011;5;May
43681;8;2011-05-31;2011-06-12;2011-06-07;5;False;5;13787,5434;1323,0668;413,4584;15524,0686;2011;5;May
43682;8;2011-05-31;2011-06-12;2011-06-07;5;False;2;3875,7229;371,8002;116,1876;4363,7107;2011;5;May
43683;8;2011-05-31;2011-06-12;2011-06-07;5;False;1;42813,4333;4107,1489;1283,484;48204,0662;2011;5;May
43684;8;2011-05-31;2011-06-12;2011-06-07;5;False;5;5596,4705;537,2612;167,8941;6301,6258;2011;5;May
43685;8;2011-05-31;2011-06-12;2011-06-07;5;False;5;2736,5678;263,201;82,2503;3082,0191;2011;5;May
43686;8;2011-05-31;2011-06-12;2011-06-07;5;False;1;3463,2998;332,4768;103,899;3899,6756;2011;5;May
43687;8;2011-05-31;2011-06-12;2011-06-07;5;False;2;1258,3767;120,8042;37,7513;1416,9322;2011;5;May
43688;8;2011-05-31;2011-06-12;2011-06-07;5;False;2;12718,0844;1222,8838;382,1512;14323,1194;2011;5;May
43689;8;2011-05-31;2011-06-12;2011-06-07;5;False;4;33997,3702;3271,4942;1022,3419;38291,2063;2011;5;May
43690;8;2011-05-31;2011-06-12;2011-06-07;5;False;3;1297,5901;124,2027;38,8133;1460,6061;2011;5;May
43691;8;2011-05-31;2011-06-12;2011-06-07;5;False;4;874,794;83,9802;26,2438;985,018;2011;5;May
43692;8;2011-05-31;2011-06-12;2011-06-07;5;False;4;38510,8973;3696,3979;1155,1244;43362,4196;2011;5;May
43693;8;2011-05-31;2011-06-12;2011-06-07;5;False;5;20541,4072;1969,5564;615,4864;23126,45;2011;5;May
43694;8;2011-05-31;2011-06-12;2011-06-07;5;False;5;20645,634;1978,3257;618,2268;23242,1865;2011;5;May
43695;8;2011-05-31;2011-06-12;2011-06-07;5;False;5;39373,781;3787,4632;1183,5823;44344,8265;2011;5;May
43696;8;2011-05-31;2011-06-12;2011-06-07;5;False;5;419,4589;40,2681;12,5838;472,3108;2011;5;May
43697;8;2011-05-31;2011-06-12;2011-06-07;5;True;6;3578,27;286,2616;89,4568;3953,9884;2011;5;May
43698;8;2011-05-31;2011-06-12;2011-06-07;5;True;7;3399,99;271,9992;84,9998;3756,989;2011;5;May
43699;8;2011-05-31;2011-06-12;2011-06-07;5;True;1;3399,99;271,9992;84,9998;3756,989;2011;5;May
43700;8;2011-05-31;2011-06-12;2011-06-07;5;True;4;699,0982;55,9279;17,4775;772,5036;2011;5;May
43701;8;2011-05-31;2011-06-12;2011-06-07;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;5;May
43702;8;2011-06-01;2011-06-13;2011-06-08;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43703;8;2011-06-01;2011-06-13;2011-06-08;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43704;8;2011-06-01;2011-06-13;2011-06-08;5;True;9;3374,99;269,9992;84,3748;3729,364;2011;6;June
43705;8;2011-06-01;2011-06-13;2011-06-08;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43706;8;2011-06-02;2011-06-14;2011-06-09;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43707;8;2011-06-02;2011-06-14;2011-06-09;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43708;8;2011-06-02;2011-06-14;2011-06-09;5;True;10;699,0982;55,9279;17,4775;772,5036;2011;6;June
43709;8;2011-06-02;2011-06-14;2011-06-09;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43710;8;2011-06-02;2011-06-14;2011-06-09;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43711;8;2011-06-03;2011-06-15;2011-06-10;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43712;8;2011-06-03;2011-06-15;2011-06-10;5;True;8;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43713;8;2011-06-04;2011-06-16;2011-06-11;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43714;8;2011-06-04;2011-06-16;2011-06-11;5;True;10;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43715;8;2011-06-04;2011-06-16;2011-06-11;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43716;8;2011-06-04;2011-06-16;2011-06-11;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43717;8;2011-06-04;2011-06-16;2011-06-11;5;True;9;699,0982;55,9279;17,4775;772,5036;2011;6;June
43718;8;2011-06-05;2011-06-17;2011-06-12;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43719;8;2011-06-05;2011-06-17;2011-06-12;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43720;8;2011-06-05;2011-06-17;2011-06-12;5;True;8;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43721;8;2011-06-05;2011-06-17;2011-06-12;5;True;10;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43722;8;2011-06-06;2011-06-18;2011-06-13;5;True;10;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43723;8;2011-06-06;2011-06-18;2011-06-13;5;True;1;699,0982;55,9279;17,4775;772,5036;2011;6;June
43724;8;2011-06-06;2011-06-18;2011-06-13;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43725;8;2011-06-07;2011-06-19;2011-06-14;5;True;8;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43726;8;2011-06-07;2011-06-19;2011-06-14;5;True;4;699,0982;55,9279;17,4775;772,5036;2011;6;June
43727;8;2011-06-07;2011-06-19;2011-06-14;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43728;8;2011-06-08;2011-06-20;2011-06-15;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43729;8;2011-06-08;2011-06-20;2011-06-15;5;True;10;3399,99;271,9992;84,9998;3756,989;2011;6;June
43730;8;2011-06-08;2011-06-20;2011-06-15;5;True;4;3399,99;271,9992;84,9998;3756,989;2011;6;June
43731;8;2011-06-08;2011-06-20;2011-06-15;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43732;8;2011-06-08;2011-06-20;2011-06-15;5;True;9;3374,99;269,9992;84,3748;3729,364;2011;6;June
43733;8;2011-06-08;2011-06-20;2011-06-15;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43734;8;2011-06-09;2011-06-21;2011-06-16;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43735;8;2011-06-09;2011-06-21;2011-06-16;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43736;8;2011-06-09;2011-06-21;2011-06-16;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43737;8;2011-06-10;2011-06-22;2011-06-17;5;True;8;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43738;8;2011-06-10;2011-06-22;2011-06-17;5;True;7;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43739;8;2011-06-10;2011-06-22;2011-06-17;5;True;10;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43740;8;2011-06-10;2011-06-22;2011-06-17;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43741;8;2011-06-11;2011-06-23;2011-06-18;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43742;8;2011-06-11;2011-06-23;2011-06-18;5;True;10;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43743;8;2011-06-11;2011-06-23;2011-06-18;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43744;8;2011-06-11;2011-06-23;2011-06-18;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43745;8;2011-06-12;2011-06-24;2011-06-19;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43746;8;2011-06-12;2011-06-24;2011-06-19;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43747;8;2011-06-13;2011-06-25;2011-06-20;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43748;8;2011-06-13;2011-06-25;2011-06-20;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43749;8;2011-06-13;2011-06-25;2011-06-20;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43750;8;2011-06-13;2011-06-25;2011-06-20;5;True;7;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43751;8;2011-06-13;2011-06-25;2011-06-20;5;True;7;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43752;8;2011-06-13;2011-06-25;2011-06-20;5;True;8;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43753;8;2011-06-13;2011-06-25;2011-06-20;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43754;8;2011-06-14;2011-06-26;2011-06-21;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43755;8;2011-06-14;2011-06-26;2011-06-21;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43756;8;2011-06-14;2011-06-26;2011-06-21;5;True;10;699,0982;55,9279;17,4775;772,5036;2011;6;June
43757;8;2011-06-14;2011-06-26;2011-06-21;5;True;9;3374,99;269,9992;84,3748;3729,364;2011;6;June
43758;8;2011-06-15;2011-06-27;2011-06-22;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43759;8;2011-06-15;2011-06-27;2011-06-22;5;True;8;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43760;8;2011-06-15;2011-06-27;2011-06-22;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43761;8;2011-06-15;2011-06-27;2011-06-22;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43762;8;2011-06-16;2011-06-28;2011-06-23;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43763;8;2011-06-16;2011-06-28;2011-06-23;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43764;8;2011-06-16;2011-06-28;2011-06-23;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43765;8;2011-06-16;2011-06-28;2011-06-23;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43766;8;2011-06-17;2011-06-29;2011-06-24;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43767;8;2011-06-17;2011-06-29;2011-06-24;5;True;9;3374,99;269,9992;84,3748;3729,364;2011;6;June
43768;8;2011-06-18;2011-06-30;2011-06-25;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43769;8;2011-06-18;2011-06-30;2011-06-25;5;True;6;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43770;8;2011-06-18;2011-06-30;2011-06-25;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43771;8;2011-06-18;2011-06-30;2011-06-25;5;True;4;699,0982;55,9279;17,4775;772,5036;2011;6;June
43772;8;2011-06-18;2011-06-30;2011-06-25;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43773;8;2011-06-18;2011-06-30;2011-06-25;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43774;8;2011-06-18;2011-06-30;2011-06-25;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43775;8;2011-06-18;2011-06-30;2011-06-25;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43776;8;2011-06-19;2011-07-01;2011-06-26;5;True;8;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43777;8;2011-06-19;2011-07-01;2011-06-26;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43778;8;2011-06-19;2011-07-01;2011-06-26;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43779;8;2011-06-19;2011-07-01;2011-06-26;5;True;9;699,0982;55,9279;17,4775;772,5036;2011;6;June
43780;8;2011-06-20;2011-07-02;2011-06-27;5;True;7;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43781;8;2011-06-20;2011-07-02;2011-06-27;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43782;8;2011-06-20;2011-07-02;2011-06-27;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43783;8;2011-06-20;2011-07-02;2011-06-27;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43784;8;2011-06-21;2011-07-03;2011-06-28;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43785;8;2011-06-21;2011-07-03;2011-06-28;5;True;7;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43786;8;2011-06-21;2011-07-03;2011-06-28;5;True;7;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43787;8;2011-06-21;2011-07-03;2011-06-28;5;True;8;3399,99;271,9992;84,9998;3756,989;2011;6;June
43788;8;2011-06-21;2011-07-03;2011-06-28;5;True;10;3374,99;269,9992;84,3748;3729,364;2011;6;June
43789;8;2011-06-21;2011-07-03;2011-06-28;5;True;1;3374,99;269,9992;84,3748;3729,364;2011;6;June
43790;8;2011-06-21;2011-07-03;2011-06-28;5;True;1;3399,99;271,9992;84,9998;3756,989;2011;6;June
43791;8;2011-06-21;2011-07-03;2011-06-28;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43792;8;2011-06-21;2011-07-03;2011-06-28;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43793;8;2011-06-21;2011-07-03;2011-06-28;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43794;8;2011-06-21;2011-07-03;2011-06-28;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43795;8;2011-06-22;2011-07-04;2011-06-29;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43796;8;2011-06-22;2011-07-04;2011-06-29;5;True;7;699,0982;55,9279;17,4775;772,5036;2011;6;June
43797;8;2011-06-22;2011-07-04;2011-06-29;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43798;8;2011-06-22;2011-07-04;2011-06-29;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43799;8;2011-06-22;2011-07-04;2011-06-29;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43800;8;2011-06-23;2011-07-05;2011-06-30;5;True;6;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43801;8;2011-06-23;2011-07-05;2011-06-30;5;True;10;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43802;8;2011-06-23;2011-07-05;2011-06-30;5;True;7;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43803;8;2011-06-24;2011-07-06;2011-07-01;5;True;6;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43804;8;2011-06-24;2011-07-06;2011-07-01;5;True;10;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43805;8;2011-06-24;2011-07-06;2011-07-01;5;True;1;699,0982;55,9279;17,4775;772,5036;2011;6;June
43806;8;2011-06-24;2011-07-06;2011-07-01;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43807;8;2011-06-25;2011-07-07;2011-07-02;5;True;7;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43808;8;2011-06-25;2011-07-07;2011-07-02;5;True;8;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43809;8;2011-06-25;2011-07-07;2011-07-02;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43810;8;2011-06-25;2011-07-07;2011-07-02;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43811;8;2011-06-25;2011-07-07;2011-07-02;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43812;8;2011-06-26;2011-07-08;2011-07-03;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43813;8;2011-06-26;2011-07-08;2011-07-03;5;True;7;3374,99;269,9992;84,3748;3729,364;2011;6;June
43814;8;2011-06-26;2011-07-08;2011-07-03;5;True;1;3374,99;269,9992;84,3748;3729,364;2011;6;June
43815;8;2011-06-26;2011-07-08;2011-07-03;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43816;8;2011-06-26;2011-07-08;2011-07-03;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43817;8;2011-06-26;2011-07-08;2011-07-03;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43818;8;2011-06-26;2011-07-08;2011-07-03;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43819;8;2011-06-26;2011-07-08;2011-07-03;5;True;9;3399,99;271,9992;84,9998;3756,989;2011;6;June
43820;8;2011-06-27;2011-07-09;2011-07-04;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43821;8;2011-06-27;2011-07-09;2011-07-04;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43822;8;2011-06-27;2011-07-09;2011-07-04;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43823;8;2011-06-27;2011-07-09;2011-07-04;5;True;10;699,0982;55,9279;17,4775;772,5036;2011;6;June
43824;8;2011-06-27;2011-07-09;2011-07-04;5;True;1;699,0982;55,9279;17,4775;772,5036;2011;6;June
43825;8;2011-06-27;2011-07-09;2011-07-04;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43826;8;2011-06-27;2011-07-09;2011-07-04;5;True;9;3374,99;269,9992;84,3748;3729,364;2011;6;June
43827;8;2011-06-27;2011-07-09;2011-07-04;5;True;9;699,0982;55,9279;17,4775;772,5036;2011;6;June
43828;8;2011-06-28;2011-07-10;2011-07-05;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43829;8;2011-06-28;2011-07-10;2011-07-05;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43830;8;2011-06-28;2011-07-10;2011-07-05;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43831;8;2011-06-28;2011-07-10;2011-07-05;5;True;9;3374,99;269,9992;84,3748;3729,364;2011;6;June
43832;8;2011-06-28;2011-07-10;2011-07-05;5;True;10;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43833;8;2011-06-29;2011-07-11;2011-07-06;5;True;6;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43834;8;2011-06-29;2011-07-11;2011-07-06;5;True;7;3374,99;269,9992;84,3748;3729,364;2011;6;June
43835;8;2011-06-29;2011-07-11;2011-07-06;5;True;6;3374,99;269,9992;84,3748;3729,364;2011;6;June
43836;8;2011-06-29;2011-07-11;2011-07-06;5;True;6;699,0982;55,9279;17,4775;772,5036;2011;6;June
43837;8;2011-06-29;2011-07-11;2011-07-06;5;True;9;3374,99;269,9992;84,3748;3729,364;2011;6;June
43838;8;2011-06-30;2011-07-12;2011-07-07;5;True;4;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43839;8;2011-06-30;2011-07-12;2011-07-07;5;True;1;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43840;8;2011-06-30;2011-07-12;2011-07-07;5;True;7;699,0982;55,9279;17,4775;772,5036;2011;6;June
43841;8;2011-06-30;2011-07-12;2011-07-07;5;True;8;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43842;8;2011-06-30;2011-07-12;2011-07-07;5;True;9;3578,27;286,2616;89,4568;3953,9884;2011;6;June
43843;8;2011-07-01;2011-07-13;2011-07-08;5;False;3;32940,1556;3174,1988;991,9371;37106,2915;2011;7;July
43844;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;20249,94;1943,9942;607,4982;22801,4324;2011;7;July
43845;8;2011-07-01;2011-07-13;2011-07-08;5;False;5;8580,0739;823,6669;257,3959;9661,1367;2011;7;July
43846;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;919,5201;90,6637;28,3324;1038,5162;2011;7;July
43847;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;908,8209;86,9292;27,1654;1022,9155;2011;7;July
43848;8;2011-07-01;2011-07-13;2011-07-08;5;False;1;18269,946;1753,9148;548,0984;20571,9592;2011;7;July
43849;8;2011-07-01;2011-07-13;2011-07-08;5;False;1;20544,7015;1969,9765;615,6177;23130,2957;2011;7;July
43850;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;10183,7952;982,9377;307,168;11473,9009;2011;7;July
43851;8;2011-07-01;2011-07-13;2011-07-08;5;False;2;6783,7679;651,4975;203,593;7638,8584;2011;7;July
43852;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;2024,994;194,3994;60,7498;2280,1432;2011;7;July
43853;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;26354,922;2530,0725;790,6477;29675,6422;2011;7;July
43854;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;1749,588;167,9604;52,4876;1970,036;2011;7;July
43855;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;10993,3516;1058,7224;330,8508;12382,9248;2011;7;July
43856;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;2036,394;195,3874;61,0586;2292,84;2011;7;July
43857;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;7186,5371;689,052;215,3287;8090,9178;2011;7;July
43858;8;2011-07-01;2011-07-13;2011-07-08;5;False;2;13694,3494;1317,0672;411,5835;15423,0001;2011;7;July
43859;8;2011-07-01;2011-07-13;2011-07-08;5;False;4;3911,5991;375,2443;117,2639;4404,1073;2011;7;July
43860;8;2011-07-01;2011-07-13;2011-07-08;5;False;1;10993,3942;1057,2843;330,4013;12381,0798;2011;7;July
43861;8;2011-07-01;2011-07-13;2011-07-08;5;False;5;23401,1062;2244,4088;701,3777;26346,8927;2011;7;July
43862;8;2011-07-01;2011-07-13;2011-07-08;5;False;5;31000,7804;2987,8703;933,7095;34922,3602;2011;7;July
43863;8;2011-07-01;2011-07-13;2011-07-08;5;False;4;1718,8983;164,9658;51,5518;1935,4159;2011;7;July
43864;8;2011-07-01;2011-07-13;2011-07-08;5;False;4;38474,3572;3703,8969;1157,4678;43335,7219;2011;7;July
43865;8;2011-07-01;2011-07-13;2011-07-08;5;False;4;13196,0548;1268,2589;396,3309;14860,6446;2011;7;July
43866;8;2011-07-01;2011-07-13;2011-07-08;5;False;1;4076,388;391,2268;122,2584;4589,8732;2011;7;July
43867;8;2011-07-01;2011-07-13;2011-07-08;5;False;1;32673,0446;3149,2911;984,1535;36806,4892;2011;7;July
43868;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;2146,962;206,1084;64,4089;2417,4793;2011;7;July
43869;8;2011-07-01;2011-07-13;2011-07-08;5;False;1;49193,9864;4734,607;1479,5647;55408,1581;2011;7;July
43870;8;2011-07-01;2011-07-13;2011-07-08;5;False;2;4316,9864;413,6232;129,2572;4859,8668;2011;7;July
43871;8;2011-07-01;2011-07-13;2011-07-08;5;False;3;9398,8972;899,949;281,2341;10580,0803;2011;7;July
43872;8;2011-07-01;2011-07-13;2011-07-08;5;False;4;11584,459;1110,9858;347,1831;13042,6279;2011;7;July
43873;8;2011-07-01;2011-07-13;2011-07-08;5;False;4;41250,4391;3973,725;1241,789;46465,9531;2011;7;July
43874;8;2011-07-01;2011-07-13;2011-07-08;5;False;3;419,4589;40,2681;12,5838;472,3108;2011;7;July
43875;8;2011-07-01;2011-07-13;2011-07-08;5;False;5;121761,9396;11871,5033;3709,8448;137343,2877;2011;7;July
43876;8;2011-07-01;2011-07-13;2011-07-08;5;False;2;7135,2649;686,9474;214,6711;8036,8834;2011;7;July
43877;8;2011-07-01;2011-07-13;2011-07-08;5;False;1;20628,5745;1977,1163;617,8489;23223,5397;2011;7;July
43878;8;2011-07-01;2011-07-13;2011-07-08;5;False;2;4079,988;391,6788;122,3996;4594,0664;2011;7;July
43879;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;21718,7639;2087,8858;652,4643;24459,114;2011;7;July
43880;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;15479,55;1488,4458;465,1393;17433,1351;2011;7;July
43881;8;2011-07-01;2011-07-13;2011-07-08;5;False;3;38816,8056;3725,7234;1164,2885;43706,8175;2011;7;July
43882;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;2024,994;194,3994;60,7498;2280,1432;2011;7;July
43883;8;2011-07-01;2011-07-13;2011-07-08;5;False;2;18320,6894;1763,0175;550,943;20634,6499;2011;7;July
43884;8;2011-07-01;2011-07-13;2011-07-08;5;False;3;115696,3313;11215,3536;3504,798;130416,4829;2011;7;July
43885;8;2011-07-01;2011-07-13;2011-07-08;5;False;4;68,4;5,928;1,8525;76,1805;2011;7;July
43886;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;17358,0101;1664,9942;520,3107;19543,315;2011;7;July
43887;8;2011-07-01;2011-07-13;2011-07-08;5;False;5;419,4589;40,2681;12,5838;472,3108;2011;7;July
43888;8;2011-07-01;2011-07-13;2011-07-08;5;False;6;14432,8174;1388,4649;433,8953;16255,1776;2011;7;July
